model,essay_id,respondent_id,question_id,sample_row,prompt_category,prompt_question,mean_total,sd_total,min_total,max_total,n_runs,range_total,cv_total,hitl_status
qwen/qwen3-32b,14c62a7e4487|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|7383,14c62a7e4487,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,7383,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.6,2.8809720581775866,27.0,35.0,5,8.0,0.0941494136659342,Flagged for Review
qwen/qwen3-32b,163de3065259|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|5240,163de3065259,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,5240,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,29.2,2.588435821108957,26.0,32.0,5,6.0,0.0886450623667451,Flagged for Review
qwen/qwen3-32b,163de3065259|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5239,163de3065259,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5239,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.8,3.5637059362410928,27.0,35.0,5,8.0,0.11206622441009725,Flagged for Review
qwen/qwen3-32b,1914cc7bd5a0|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|4503,1914cc7bd5a0,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,4503,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,34.5,0.5773502691896247,34.0,35.0,4,1.0,0.01673479041129347,Auto-Approve
qwen/qwen3-32b,1bde7e69a6fd|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|8261,1bde7e69a6fd,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,8261,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,34.0,0.9999999999999998,33.0,35.0,5,2.0,0.029411764705882346,Auto-Approve
qwen/qwen3-32b,1d01182462aa|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|7675,1d01182462aa,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,7675,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.8,2.3874672772626644,28.0,34.0,5,6.0,0.07751517133969689,Flagged for Review
qwen/qwen3-32b,1f852366824f|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|8033,1f852366824f,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,8033,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.8,2.0493901531919194,30.0,35.0,5,5.0,0.06444623123245029,Flagged for Review
qwen/qwen3-32b,21ac8a5ad8af|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|1036,21ac8a5ad8af,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,1036,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.2,2.8635642126552705,27.0,35.0,5,8.0,0.09178090425177149,Flagged for Review
qwen/qwen3-32b,25dbe1ed4e4d|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5426,25dbe1ed4e4d,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5426,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,29.4,2.0736441353327724,27.0,32.0,5,5.0,0.07053211344669294,Flagged for Review
qwen/qwen3-32b,28290ad28d45|a1047a09-89c5-40f4-92a9-398f17962a42|1337,28290ad28d45,a1047a09-89c5-40f4-92a9-398f17962a42,1337,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.0,1.58113883008419,27.0,31.0,5,4.0,0.05452202862359276,Flagged for Review
qwen/qwen3-32b,286c7a8e8237|a1047a09-89c5-40f4-92a9-398f17962a42|8385,286c7a8e8237,a1047a09-89c5-40f4-92a9-398f17962a42,8385,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",33.0,3.0,30.0,36.0,5,6.0,0.09090909090909091,Flagged for Review
qwen/qwen3-32b,287ed8275770|a1047a09-89c5-40f4-92a9-398f17962a42|3601,287ed8275770,a1047a09-89c5-40f4-92a9-398f17962a42,3601,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",24.6,1.5165750888103098,23.0,27.0,5,4.0,0.06164939385407763,Flagged for Review
qwen/qwen3-32b,28c8b9e0462b|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|177,28c8b9e0462b,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,177,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,33.8,2.0493901531919194,32.0,36.0,5,4.0,0.0606328447689917,Flagged for Review
qwen/qwen3-32b,2bbd705d8f08|a1047a09-89c5-40f4-92a9-398f17962a42|5987,2bbd705d8f08,a1047a09-89c5-40f4-92a9-398f17962a42,5987,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",26.4,1.1401754250991385,25.0,28.0,5,3.0,0.043188463071937064,Flagged for Review
qwen/qwen3-32b,2c6b9bbc0e33|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|1254,2c6b9bbc0e33,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,1254,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,33.0,1.9999999999999998,31.0,36.0,5,5.0,0.0606060606060606,Flagged for Review
qwen/qwen3-32b,300e13827f0a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3644,300e13827f0a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3644,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.8,2.6832815729997477,30.0,36.0,5,6.0,0.08437992367923734,Flagged for Review
qwen/qwen3-32b,30bfae2d463d|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|2498,30bfae2d463d,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,2498,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,28.6,1.51657508881031,27.0,30.0,5,3.0,0.05302710100735349,Flagged for Review
qwen/qwen3-32b,342d60bffcbe|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3769,342d60bffcbe,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3769,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,27.2,2.5884358211089564,24.0,30.0,5,6.0,0.09516308165841751,Flagged for Review
qwen/qwen3-32b,35172c851b9a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5585,35172c851b9a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5585,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.5,3.5355339059327378,29.0,34.0,2,5.0,0.11223917161691231,Flagged for Review
qwen/qwen3-32b,35206b9f80b0|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|5670,35206b9f80b0,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,5670,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,34.2,2.1679483388678804,31.0,36.0,5,5.0,0.06339030230607837,Flagged for Review
qwen/qwen3-32b,36325e41c73e|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|9266,36325e41c73e,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,9266,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,22.6,3.6469165057620936,17.0,26.0,5,9.0,0.1613679869806236,Flagged for Review
qwen/qwen3-32b,3b9f8106577f|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|8942,3b9f8106577f,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,8942,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,27.6,2.0736441353327715,24.0,29.0,5,5.0,0.07513203388886852,Flagged for Review
qwen/qwen3-32b,3d05cf728ddb|a1047a09-89c5-40f4-92a9-398f17962a42|3370,3d05cf728ddb,a1047a09-89c5-40f4-92a9-398f17962a42,3370,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",28.0,4.301162633521314,23.0,32.0,5,9.0,0.1536129511971898,Flagged for Review
qwen/qwen3-32b,42994ce6b2e3|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|1778,42994ce6b2e3,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,1778,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,30.8,3.5637059362410923,28.0,36.0,5,8.0,0.11570473818964586,Flagged for Review
qwen/qwen3-32b,45bf3c8021f8|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5864,45bf3c8021f8,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5864,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.8,1.4832396974191326,31.0,35.0,5,4.0,0.045220722482290636,Flagged for Review
qwen/qwen3-32b,474cc785b269|a1047a09-89c5-40f4-92a9-398f17962a42|6117,474cc785b269,a1047a09-89c5-40f4-92a9-398f17962a42,6117,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",11.6,2.3021728866442674,10.0,15.0,5,5.0,0.1984631798831265,Flagged for Review
qwen/qwen3-32b,486d68c2dab9|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5538,486d68c2dab9,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5538,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,35.2,0.8366600265340753,34.0,36.0,5,2.0,0.023768750753808958,Auto-Approve
qwen/qwen3-32b,4904d3fd75b2|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|4113,4904d3fd75b2,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,4113,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,34.4,0.8944271909999163,34.0,36.0,5,2.0,0.02600079043604408,Auto-Approve
qwen/qwen3-32b,4d1928a25eb0|a1047a09-89c5-40f4-92a9-398f17962a42|7283,4d1928a25eb0,a1047a09-89c5-40f4-92a9-398f17962a42,7283,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",33.0,1.4142135623730947,31.0,34.0,5,3.0,0.042854956435548326,Flagged for Review
qwen/qwen3-32b,4ef2c2f0b3ad|a1047a09-89c5-40f4-92a9-398f17962a42|2849,4ef2c2f0b3ad,a1047a09-89c5-40f4-92a9-398f17962a42,2849,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",22.4,0.8944271909999161,22.0,24.0,5,2.0,0.03992978531249625,Auto-Approve
qwen/qwen3-32b,4ef2c2f0b3ad|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2850,4ef2c2f0b3ad,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2850,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,24.6,1.816590212458495,22.0,27.0,5,5.0,0.0738451305877437,Flagged for Review
qwen/qwen3-32b,4f4052fa5651|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|660,4f4052fa5651,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,660,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,29.2,2.4899799195977463,25.0,31.0,5,6.0,0.08527328491773103,Flagged for Review
qwen/qwen3-32b,52b6e85a0af7|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|2284,52b6e85a0af7,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,2284,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.4,3.361547262794322,25.0,34.0,5,9.0,0.1105772125919185,Flagged for Review
qwen/qwen3-32b,53feaac4cdb9|a1047a09-89c5-40f4-92a9-398f17962a42|867,53feaac4cdb9,a1047a09-89c5-40f4-92a9-398f17962a42,867,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",30.2,3.8987177379235853,25.0,36.0,5,11.0,0.12909661383852933,Flagged for Review
qwen/qwen3-32b,54f8ca3d7863|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7590,54f8ca3d7863,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7590,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.4,2.6076809620810595,30.0,36.0,5,6.0,0.08048398031114382,Flagged for Review
qwen/qwen3-32b,58ebc6483927|a1047a09-89c5-40f4-92a9-398f17962a42|3987,58ebc6483927,a1047a09-89c5-40f4-92a9-398f17962a42,3987,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",18.6,1.949358868961793,16.0,21.0,5,5.0,0.10480424026676305,Flagged for Review
qwen/qwen3-32b,59f012bd6764|a1047a09-89c5-40f4-92a9-398f17962a42|3726,59f012bd6764,a1047a09-89c5-40f4-92a9-398f17962a42,3726,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",31.25,3.4034296427770223,28.0,36.0,4,8.0,0.10890974856886472,Flagged for Review
qwen/qwen3-32b,5c5b9618ceb5|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|4668,5c5b9618ceb5,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,4668,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,20.2,2.387467277262665,17.0,23.0,5,6.0,0.11819144936943886,Flagged for Review
qwen/qwen3-32b,5f61e11c682b|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|8426,5f61e11c682b,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,8426,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,28.8,1.7888543819998315,26.0,30.0,5,4.0,0.06211299937499415,Flagged for Review
qwen/qwen3-32b,60f4fe2bb068|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|784,60f4fe2bb068,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,784,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,33.4,2.7928480087537886,30.0,36.0,5,6.0,0.08361820385490386,Flagged for Review
qwen/qwen3-32b,62d99b50f1f6|a1047a09-89c5-40f4-92a9-398f17962a42|5945,62d99b50f1f6,a1047a09-89c5-40f4-92a9-398f17962a42,5945,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",24.0,8.717797887081348,10.0,34.0,5,24.0,0.3632415786283895,Flagged for Review
qwen/qwen3-32b,62d99b50f1f6|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5946,62d99b50f1f6,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5946,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,26.4,1.1401754250991378,25.0,28.0,5,3.0,0.04318846307193704,Flagged for Review
qwen/qwen3-32b,654647c5df68|a1047a09-89c5-40f4-92a9-398f17962a42|2600,654647c5df68,a1047a09-89c5-40f4-92a9-398f17962a42,2600,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",36.0,0.0,36.0,36.0,5,0.0,0.0,Auto-Approve
qwen/qwen3-32b,668e546fbcb6|a1047a09-89c5-40f4-92a9-398f17962a42|3040,668e546fbcb6,a1047a09-89c5-40f4-92a9-398f17962a42,3040,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",31.0,2.0,28.0,33.0,5,5.0,0.06451612903225806,Flagged for Review
qwen/qwen3-32b,69d9a46ca953|a1047a09-89c5-40f4-92a9-398f17962a42|8550,69d9a46ca953,a1047a09-89c5-40f4-92a9-398f17962a42,8550,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",11.6,3.361547262794322,8.0,16.0,5,8.0,0.28978855713744156,Flagged for Review
qwen/qwen3-32b,6c29b17784a5|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|8074,6c29b17784a5,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,8074,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,24.2,2.6832815729997477,20.0,26.0,5,6.0,0.11087940384296478,Flagged for Review
qwen/qwen3-32b,6d8a534947a7|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|1444,6d8a534947a7,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,1444,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,30.5,2.380476142847616,29.0,34.0,4,5.0,0.07804839812615136,Flagged for Review
qwen/qwen3-32b,731f7f8bc3de|a1047a09-89c5-40f4-92a9-398f17962a42|9545,731f7f8bc3de,a1047a09-89c5-40f4-92a9-398f17962a42,9545,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",8.6,1.6733200530681511,6.0,10.0,5,4.0,0.19457209919397106,Flagged for Review
qwen/qwen3-32b,7aa5871b8bf9|a1047a09-89c5-40f4-92a9-398f17962a42|4380,7aa5871b8bf9,a1047a09-89c5-40f4-92a9-398f17962a42,4380,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",25.0,2.2360679774997894,22.0,28.0,5,6.0,0.08944271909999157,Flagged for Review
qwen/qwen3-32b,7aa5871b8bf9|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|4381,7aa5871b8bf9,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,4381,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,24.8,1.6431676725154982,23.0,26.0,5,3.0,0.06625676098852815,Flagged for Review
qwen/qwen3-32b,7b44bff699e4|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|1906,7b44bff699e4,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,1906,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.6,2.190890230020664,28.0,34.0,5,6.0,0.07159771993531582,Flagged for Review
qwen/qwen3-32b,7b44bff699e4|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|1905,7b44bff699e4,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,1905,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,27.0,2.5495097567963922,24.0,30.0,5,6.0,0.09442628728875527,Flagged for Review
qwen/qwen3-32b,7bbc30b1caf5|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|1697,7bbc30b1caf5,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,1697,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,26.2,3.7013511046643495,22.0,31.0,5,9.0,0.14127294292612022,Flagged for Review
qwen/qwen3-32b,7bbc30b1caf5|a1047a09-89c5-40f4-92a9-398f17962a42|1695,7bbc30b1caf5,a1047a09-89c5-40f4-92a9-398f17962a42,1695,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",34.2,1.7888543819998324,32.0,36.0,5,4.0,0.05230568368420562,Flagged for Review
qwen/qwen3-32b,7f8eed9b9311|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|5065,7f8eed9b9311,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,5065,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,25.2,1.3038404810405297,23.0,26.0,5,3.0,0.051739701628592455,Flagged for Review
qwen/qwen3-32b,812e8fd3ce5e|a1047a09-89c5-40f4-92a9-398f17962a42|2871,812e8fd3ce5e,a1047a09-89c5-40f4-92a9-398f17962a42,2871,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",32.0,1.224744871391589,31.0,34.0,5,3.0,0.038273277230987154,Flagged for Review
qwen/qwen3-32b,812e8fd3ce5e|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2872,812e8fd3ce5e,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2872,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,34.8,1.6431676725154987,32.0,36.0,5,4.0,0.047217461853893646,Flagged for Review
qwen/qwen3-32b,83c086845e33|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3063,83c086845e33,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3063,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,14.2,3.5637059362410923,9.0,18.0,5,9.0,0.25096520677754175,Flagged for Review
qwen/qwen3-32b,8570534422fc|a1047a09-89c5-40f4-92a9-398f17962a42|9419,8570534422fc,a1047a09-89c5-40f4-92a9-398f17962a42,9419,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",28.6,1.6733200530681513,26.0,30.0,5,4.0,0.058507694163222074,Flagged for Review
qwen/qwen3-32b,87b44056a204|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|1378,87b44056a204,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,1378,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,12.6,2.9664793948382653,10.0,17.0,5,7.0,0.23543487260621154,Flagged for Review
qwen/qwen3-32b,87b44056a204|a1047a09-89c5-40f4-92a9-398f17962a42|8899,87b44056a204,a1047a09-89c5-40f4-92a9-398f17962a42,8899,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",12.2,1.9235384061671343,9.0,14.0,5,5.0,0.15766708247271594,Flagged for Review
qwen/qwen3-32b,8bd188649b7a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|9339,8bd188649b7a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,9339,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.0,1.8708286933869707,30.0,35.0,5,5.0,0.05846339666834283,Flagged for Review
qwen/qwen3-32b,9461a5d340d2|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|326,9461a5d340d2,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,326,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.0,2.7080128015453204,30.0,36.0,4,6.0,0.08462540004829126,Flagged for Review
qwen/qwen3-32b,94c84c78f0aa|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7949,94c84c78f0aa,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7949,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.8,1.7888543819998322,31.0,35.0,5,4.0,0.054538243353653426,Flagged for Review
qwen/qwen3-32b,954e7d600966|a1047a09-89c5-40f4-92a9-398f17962a42|8114,954e7d600966,a1047a09-89c5-40f4-92a9-398f17962a42,8114,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",35.4,0.8944271909999161,34.0,36.0,5,2.0,0.025266304830506105,Auto-Approve
qwen/qwen3-32b,954e7d600966|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|8115,954e7d600966,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,8115,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.8,1.0954451150103326,30.0,33.0,5,3.0,0.03444795959151989,Flagged for Review
qwen/qwen3-32b,95cb366a815a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|619,95cb366a815a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,619,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,30.2,1.643167672515498,29.0,33.0,5,4.0,0.05440952557998338,Flagged for Review
qwen/qwen3-32b,9675c521adc1|a1047a09-89c5-40f4-92a9-398f17962a42|6823,9675c521adc1,a1047a09-89c5-40f4-92a9-398f17962a42,6823,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",28.4,1.8165902124584945,26.0,31.0,5,5.0,0.06396444410065122,Flagged for Review
qwen/qwen3-32b,9675c521adc1|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|6824,9675c521adc1,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,6824,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,28.6,2.073644135332772,26.0,31.0,5,5.0,0.07250503969695006,Flagged for Review
qwen/qwen3-32b,99580851fd84|a1047a09-89c5-40f4-92a9-398f17962a42|3454,99580851fd84,a1047a09-89c5-40f4-92a9-398f17962a42,3454,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",18.0,2.9154759474226504,13.0,20.0,5,7.0,0.16197088596792503,Flagged for Review
